category,date,developer,name,platforms,price,rate,reviews_numbers,tags
Indie Games,"11 Nov, 2019",Team-Tactical Nexus,Tactical Nexus,win,Free To Play,Very Positive,189,"RPG,Indie,Strategy,Free,to,Play,Simulation,Puzzle,Pixel,Graphics,Resource,Management"
Strategy Games,"2 Mar, 2025",Mizrab,Tactical Warfare,win,"79,30zł",Mixed,32,"Strategy,RTS,Base,Building,War,Multiplayer,Singleplayer,Co-op,Action,Co-op,Campaign,Online,Co-Op,Atmospheric,FMV,Real-Time,Sci-fi,Isometric,PvP,Real,Time,Tactics,Soundtrack,Tanks,Early,Access"
Strategy Games,Coming soon,dc1ab,Dominus - Multiplayer Sim Turn Based Strategy,"win,mac",None,,,"Strategy,Turn-Based,Strategy,Turn-Based,Tactics,4X,Turn-Based,Combat,Multiplayer,PvP,Co-op,Online,Co-Op,Wargame,Tactical,Asynchronous,Multiplayer,Economy,Fantasy,Singleplayer,Deckbuilding,Co-op,Campaign,Grand,Strategy,Top-Down,RPG"
Animation & Modeling/001 Game Creator: 2024 Edition/Downloadable Content,"9 Nov, 2018",SoftWeir Inc.,001 Game Creator - Enhanced RPG (Turn-Based Battles),win,"138,99zł",1 user reviews,1,"Design,&,Illustration,Utilities,Game,Development,Video,Production,Animation,&,Modeling,Education,Web,Publishing,Software,Training"
Strategy Games,July 2025,QuadCom Interactive,Future War Tactics: SOF vs Alien Invasion – Turn-Based Strategy,win,None,,,"Strategy,Turn-Based,Tactics,Turn-Based,Third,Person,Atmospheric,Turn-Based,Strategy,Turn-Based,Combat,PvE,3D,Military,Aliens,Logic,Loot,Tactical,Indie,Class-Based,Singleplayer"
Racing Games,"25 Mar, 2025",Felipe Pechmann,Delta Vector - Turn Based Racing,win,"13,49zł",6 user reviews,6,"Racing,Turn-Based,Strategy,Tabletop,Driving,Time,Management,Strategy,Split,Screen,Tactical,Automobile,Sim,Grid-Based,Movement,Top-Down,PvP,2D,PvE,Turn-Based,Tactics,Management,Pixel,Graphics,Logic,1980s,Old,School"
RPG Games/Serenity Forge Franchise,"18 Sep, 2024",Moonana,Keylocker | Turn Based Cyberpunk Action,win,"78,99zł",Very Positive,160,"JRPG,Cyberpunk,Turn-Based,RPG,Rhythm,Female,Protagonist,Turn-Based,Combat,Story,Rich,Pixel,Graphics,Dystopian,Multiple,Endings,Party-Based,RPG,Difficult,2D,Isometric,Sci-fi,Anime,Retro,Singleplayer,Music"
Sports Games,Coming soon,The Slanted Room,Turn Based Boxing: Legends,"win,mac",None,,,"Sports,Perma,Death,Turn-Based,Tactics,Hex,Grid,Pixel,Graphics,Sandbox,Grid-Based,Movement,Auto,Battler,Combat,2D,Minimalist,Roguelike,Top-Down,Time,Management,Retro,Tactical,Idler,Clicker,Turn-Based,Strategy,2D,Fighter"
Strategy Games,"13 May, 2024",AigoiA,Goetita: Turn-based City,"win,linux","32,99zł",2 user reviews,2,"Turn-Based,Tactics,Strategy,Stealth,Female,Protagonist,Turn-Based,Strategy,Tactical,Dark,Minimalist,Singleplayer,3D,Roguelike,Indie,Turn-Based,Combat,Noir,Cyberpunk,Choices,Matter,Combat"
Indie Games,"2 Jun, 2018",Searchlight Games,Turn-Based Champion,"win,mac,linux","14,49zł",6 user reviews,6,"Indie,RPG,Turn-Based,Combat,Pixel,Graphics,Retro,Local,Multiplayer,4,Player,Local,2D,Casual,Family,Friendly,Turn-Based"
Sports Games,Coming soon,Avery Higgins,Turn-Based Touchdown,"win,mac",None,,,"RPG,Strategy,Sports,Arcade,Football,(American),Card,Game,Card,Battler,Roguelike,Strategy,RPG,Roguelite,Retro,Turn-Based,Tactics,2.5D,2D,Colorful,Pixel,Graphics,Deckbuilding,Grid-Based,Movement,Turn-Based,Combat,Singleplayer"
Action Games/No one lives in heaven/Downloadable Content,"1 Sep, 2020",SuR ENTERTAINMENT,No one lives in heaven - Real Time DLC,"win,mac",Free To Play,3 user reviews,3,"Action,Adventure,RPG,Indie,Satire,Open,World,Comedy,Pixel,Graphics,Choose,Your,Own,Adventure,Experimental"
Strategy Games,2025,The Countryball Team,Countryball The Real Time Strategy Game,win,None,,,"Action,RTS,Wargame,Real,Time,Tactics,Real-Time,RTS,Strategy,Base,Building,Cartoony,Colorful,Management,Economy,Building,War,Resource,Management,Singleplayer,Action,Early,Access,Indie,Casual,Gore"
Utilities,Coming soon,Voicemod Inc. Sucursal en España,"Voice Changer, AI Voices and Soundboard in Real-Time - Voicemod","win,mac",None,,,"Audio,Production,Software,Utilities,Free,to,Play,Funny,Memes"
Strategy Games,To be announced,DORFteam,D.O.R.F. Real-Time Strategic Conflict,"win,mac,linux",None,,,"RTS,Base,Building,Isometric,Building,Pixel,Graphics,Tanks,Strategy,Dystopian,Post-apocalyptic,Destruction,Combat,Sci-fi,Singleplayer,Multiplayer,War,Economy,City,Builder,Level,Editor,Military,Moddable"
Simulation Games,"7 Feb, 2022",cybereality,Decay - a real time interactive experience,"win,mac,linux",Free,Mostly Positive,30,"Cyberpunk,Simulation,Futuristic,Benchmark,Cinematic,3D,Linear,Dystopian,Realistic,Atmospheric,Singleplayer,First-Person,Exploration,Walking,Simulator,Immersive,Sim,Interactive,Fiction,Free,to,Play"
Free To Play Games,"10 Jun, 2024","SURREALIST GAMES, LLC",R.A.V.E - Real-time Audio Visual Experience,win,Free To Play,Mostly Positive,40,"Electronic,Music,Free,to,Play,VR,Multiplayer,Character,Customization,Cyberpunk,Level,Editor,First-Person,Third,Person,Simulation,Casual,Realistic,3D,Indie,Early,Access,Experimental,Immersive,Rhythm,Music,Party"
Strategy Games/RTS Commander: Smash the Rebels/Downloadable Content,"15 Sep, 2020",F-Games,Real-time Tactical 2D,win,"29,99zł",,,"Action,Indie,Strategy"
Audio Production,"28 May, 2024","iMyfone Technology Co., Ltd.",MagicMic - Real-time Voice Changer,win,"231,99zł",Mostly Negative,17,"Utilities,Audio,Production,Video,Production"
Strategy Games/Europa Universalis - Official Franchise,"13 Aug, 2013",Paradox Development StudioParadox Tinto,Europa Universalis IV,"win,mac,linux","231,99zł",Very Positive,88981,"Grand,Strategy,Strategy,Historical,Simulation,4X,Alternate,History,Military,Wargame,Diplomacy,Economy,Replay,Value,Sandbox,Political,Real-Time,with,Pause,Moddable,Nonlinear,Co-op,Singleplayer,Management,Multiplayer"
Strategy Games,"20 May, 2024",Lavapotion,Songs of Conquest,"win,mac","82,05zł",Very Positive,10271,"Local,Multiplayer,Turn-Based,Tactics,4X,Tactical,Turn-Based,Strategy,Turn-Based,Combat,Fantasy,Strategy,RPG,Strategy,Pixel,Graphics,Magic,Atmospheric,Lore-Rich,Retro,Story,Rich,Tactical,RPG,2.5D,Old,School,Controller,Co-op"
Strategy Games,Coming soon,Hot Sauce Bread Studios,HASTE: Real-Time Card Combat,win,None,,,"Action,Strategy,Card,Game,Card,Battler,2D,Colorful,Fantasy,Magic,Medieval,PvP,Indie,Multiplayer,Singleplayer,Combat"
Strategy Games,2025,RedRickGames,Real Time Chess,win,None,,,"Strategy,RTS,Roguelike,Chess,Action,RTS,Tactical,Choices,Matter,Real,Time,Tactics,Grid-Based,Movement,Board,Game,Time,Management,3D,Family,Friendly,Singleplayer,Action,Roguelike,Top-Down,Multiplayer,PvE,Third,Person"
Action Games,"26 Feb, 2023",ProjectMoon,Limbus Company,win,Free To Play,Very Positive,56591,"Lore-Rich,Story,Rich,Turn-Based,Tactics,Free,to,Play,Turn-Based,Combat,RPG,Visual,Novel,Singleplayer,Strategy,Strategy,RPG,Anime,PvE,Turn-Based,Strategy,Dark,Fantasy,2D,Action,Great,Soundtrack,Sci-fi,Roguelite,Colorful"
Adventure Games,"23 Apr, 2025",Too Kyo GamesMedia.Vision Inc.,The Hundred Line -Last Defense Academy-,win,"274,99zł",Very Positive,1514,"Multiple,Endings,Adventure,Story,Rich,Anime,Dark,Humor,Turn-Based,Strategy,Dark,Comedy,Visual,Novel,Dystopian,Turn-Based,Tactics,Survival,Psychological,Horror,Simulation,Atmospheric,Soundtrack,Singleplayer,Memes,Psychedelic,Conspiracy,Sci-fi"
Action Games,"25 Mar, 2024",bankbank,Real Time Attack,win,"22,99zł",2 user reviews,2,"Time,Attack,Precision,Platformer,eSports,Action,Demons,Racing,Runner,Platformer,2D,Platformer,Side,Scroller,2D,Pixel,Graphics,Illuminati,Retro,Score,Attack,Singleplayer,Emotional,Indie"
Simulation Games,"27 Mar, 2025",inZOI Studio,inZOI,win,"149,00zł",Very Positive,17900,"Life,Sim,Character,Customization,Realistic,Simulation,Sexual,Content,Singleplayer,Building,Romance,Sandbox,Dating,Sim,Immersive,Sim,City,Builder,Cats,Modern,Moddable,Relaxing,Casual,Family,Friendly,Cute,Early,Access"
Game Development/GameCreator/Downloadable Content,"22 Nov, 2022",GameCreator,GameCreator - TBRPG - 梦之剑 - Sword of Dream（角色扮演-回合制 RPG-Turn-Based）,win,"24,44zł",1 user reviews,1,"Indie,Game,Development,RPG,Turn-Based,2D,GameMaker"
Adventure Games,"8 May, 2024",Stunlock Studios,V Rising,win,"373,95zł",Very Positive,94404,"Survival,Open,World,Base,Building,Multiplayer,Vampire,Crafting,Online,Co-Op,PvP,PvE,Building,Hack,and,Slash,Sandbox,Exploration,Massively,Multiplayer,Dark,Fantasy,Action-Adventure,Singleplayer,Action,Adventure,Co-op"
Strategy Games/Foolish Mortals Games Franchise,Coming soon,Michael LongFoolish Mortals Games,Real-Time General,win,None,,,"Grand,Strategy,Wargame,World,War,II,PvP,PvE,Strategy,RTS,Time,Management,2D,Top-Down,Historical,Military,Tactical,War,Combat,Massively,Multiplayer,Co-op,Multiplayer,Online,Co-Op,Asynchronous,Multiplayer"
Strategy Games/DANGEN Entertainment Franchise,To be announced,DANGEN Creative,Tactical Galactical,win,None,,,"Strategy,Indie,Real,Time,Tactics,Multiplayer,Singleplayer,Hex,Grid,RTS,Card,Game,Tactical,Action,Anime,Wargame,Cartoony,3D,Cartoon,Cinematic,Colorful,Comic,Book,Stylized,Top-Down"
RPG Games,"14 Jan, 2025",NeverNorthGames,The Moon Ate The Sun - A Realtime Turn Based RPG,win,"45,99zł",1 user reviews,1,"Action,Roguelike,Tactical,RPG,Turn-Based,Tactics,Exploration,Bullet,Hell,Dungeon,Crawler,City,Builder,Turn-Based,Strategy,RPG,Turn-Based,Strategy,Action,RPG,RPG,Strategy,Base,Building,Turn-Based,Combat,Bullet,Time,Pixel,Graphics,Loot,Crafting,Retro"
Indie Games,"8 Dec, 2017",Gameface Games Ltd,TACTICAL,win,"14,49zł",9 user reviews,9,"Action,Indie,Strategy,Tactical,Top-Down,Shooter"
Simulation Games/Curve Games Franchise,"28 Apr, 2025",Runner Duck,Badlands Crew,win,"24,99zł",Very Positive,419,"Strategy,Vehicular,Combat,Indie,Building,Post-apocalyptic,Action,Wargame,Simulation,Open,World,Shoot,'Em,Up,Sandbox,Real,Time,Tactics,Driving,Singleplayer,PvE,Roguelite,Adventure,Exploration,Third,Person,Character,Customization"
Strategy Games/Total War Official Franchise,"17 Feb, 2015",CREATIVE ASSEMBLY,Total War: ATTILA,"win,linux","126,48zł",Very Positive,24776,"Strategy,Historical,War,Turn-Based,Strategy,Grand,Strategy,RTS,Tactical,Multiplayer,Rome,Singleplayer,Real,Time,Tactics,Medieval,Co-op,Atmospheric,Action,Turn-Based,Survival,Simulation,Open,World,Adventure"
Action Games,"19 Jun, 2025",Sloclap,REMATCH,win,"89,00zł",,,"Sports,Football,(Soccer),PvP,eSports,Multiplayer,Simulation,Arcade,Online,Co-Op,Third-Person,Shooter,Immersive,Team-Based,Action,RTS,Real,Time,Tactics,Character,Customization,Third,Person,3D,Colorful,Stylized,Action,Futuristic"
Simulation Games/SCS Software Franchise,"2 Feb, 2016",SCS Software,American Truck Simulator,"win,mac,linux","79,99zł",Overwhelmingly Positive,143304,"Automobile,Sim,Driving,Open,World,Transportation,Simulation,America,Realistic,Moddable,Relaxing,Exploration,Economy,Management,Atmospheric,Immersive,Sim,Multiplayer,Singleplayer,Adventure,Casual,Family,Friendly,Level,Editor"
Strategy Games/Kalypso Media Franchise,"9 Apr, 2025",Claymore Game Studios,Commandos: Origins,win,"219,99zł",Mostly Positive,808,"Strategy,Real,Time,Tactics,Action-Adventure,RTS,Wargame,3D,Isometric,Realistic,Top-Down,Military,World,War,II,Atmospheric,Stealth,Historical,Tactical,War,Singleplayer,Combat"
Strategy Games/Call to Arms - Gates of Hell: Ostfront/Downloadable Content,"29 Nov, 2023",Barbedwire StudiosDigitalmindsoft,Call to Arms - Gates of Hell: Liberation,win,"69,49zł",Mostly Positive,958,"Action,Strategy,Online,Co-Op,Singleplayer,World,War,II,Real,Time,Tactics,PvP,Multiplayer,Co-op,Level,Editor"
Strategy Games/Total War Official Franchise,"23 May, 2019",CREATIVE ASSEMBLYFeral Interactive (Mac)Feral Interactive (Linux),Total War: THREE KINGDOMS,"win,mac,linux","179,51zł",Very Positive,59501,"Strategy,Historical,War,Turn-Based,Strategy,Grand,Strategy,RTS,Military,Multiplayer,Tactical,Singleplayer,Real,Time,Tactics,Action,Turn-Based,Great,Soundtrack,Co-op,Simulation,Sandbox,Violent,Fantasy,Destruction"
Strategy Games/Victoria - Official Franchise,"25 Oct, 2022",Paradox Development Studio,Victoria 3,"win,mac,linux","231,99zł",Mixed,33478,"Grand,Strategy,Economy,Historical,Political,Sim,Strategy,Capitalism,Politics,Diplomacy,Management,Simulation,Alternate,History,Moddable,Political,Resource,Management,Real-Time,with,Pause,Sandbox,Replay,Value,Multiplayer,Singleplayer,Military"
Action Games/Eugen Systems' Wargame Franchise,"23 May, 2024",Eugen Systems,WARNO,win,"346,15zł",Very Positive,11219,"Wargame,Military,Real,Time,Tactics,RTS,Strategy,Cold,War,War,Turn-Based,Strategy,Tanks,Historical,PvP,Realistic,Simulation,Tactical,1980s,Co-op,Multiplayer,Massively,Multiplayer,Moddable,Bullet,Time"
Action Games/Landfall Games Franchise,"1 Apr, 2025",Landfall,Haste,"win,mac,linux","59,99zł",Very Positive,5029,"Fast-Paced,Action,Female,Protagonist,3D,Platformer,Roguelite,Parkour,Singleplayer,Adventure,Runner,Racing,Open,World,Exploration,Action,Roguelike,Arcade,Casual,Platformer,Colorful,Action-Adventure,3D,Third,Person"
Strategy Games/Total War Official Franchise,"2 Sep, 2013",CREATIVE ASSEMBLY,Total War: ROME II - Emperor Edition,win,"212,87zł",Very Positive,50014,"Strategy,Historical,Turn-Based,Strategy,Grand,Strategy,Rome,Tactical,Multiplayer,War,Real,Time,Tactics,RTS,Turn-Based,Singleplayer,Online,Co-Op,Simulation,Co-op,Turn-Based,Tactics,Moddable,Action,Atmospheric,Education"
Action Games/Nicalis Franchise/The Binding of Isaac: Rebirth/Downloadable Content,"30 Oct, 2015","Nicalis, Inc.Edmund McMillen",The Binding of Isaac: Afterbirth,"win,mac,linux","39,99zł",Very Positive,7188,"Action,Roguelike,Replay,Value,Difficult,Indie,Great,Soundtrack,Dungeon,Crawler,Roguelike,Singleplayer,Action,Dark,Adventure,Roguelite,Pixel,Graphics,Gore,Survival,Co-op,2D,Atmospheric,Procedural,Generation,Horror"
Adventure Games/Devolver Digital Franchise,"11 Aug, 2022",Massive Monster,Cult of the Lamb,"win,mac","89,99zł",Overwhelmingly Positive,88499,"Base,Building,Cute,Action,Roguelike,Singleplayer,Dungeon,Crawler,Character,Customization,Roguelite,Dark,Humor,Colony,Sim,Building,2D,Adventure,Action,Faith,Fantasy,Funny,Controller,Colorful,Strategy,Third,Person"
Action Games,"20 Oct, 2022",poncle,Vampire Survivors,"win,mac","19,99zł",Overwhelmingly Positive,236806,"Action,Roguelike,Bullet,Hell,Pixel,Graphics,Roguelite,Vampire,2D,Indie,Singleplayer,Casual,Arcade,Action,Roguelike,RPG,Controller,Retro,Score,Attack,Dark,Fantasy,Local,Co-Op,Action,RPG,1980s"
Action Games,"29 Apr, 2025",Prophecy Games,Deadzone: Rogue,win,"91,99zł",Very Positive,1275,"Early,Access,PvE,Roguelite,Online,Co-Op,Action,FPS,Shooter,Sci-fi,Action,Roguelike,Roguelike,Dungeon,Crawler,Looter,Shooter,Loot,First-Person,Atmospheric,Dark,Futuristic,Space,Combat,Mystery"
Strategy Games/HypeTrain Digital Franchise,"25 Mar, 2025",StunForge,Nordhold,"win,mac,linux","59,99zł",Very Positive,1669,"Roguelite,Tower,Defense,City,Builder,Top-Down,Management,Strategy,3D,Casual,Procedural,Generation,Singleplayer,Medieval,PvE,Choices,Matter,Tactical,Resource,Management,Replay,Value,Indie,Turn-Based,Strategy,Roguelike,Base,Building"
Action Games,"16 Sep, 2024",Bolt Blaster Games,The Spell Brigade,"win,linux","45,99zł",Very Positive,6349,"Action,Roguelike,Online,Co-Op,Bullet,Hell,Roguelite,Co-op,Action,Magic,Roguelike,3D,Top-Down,Shooter,Multiplayer,Dark,Fantasy,Arcade,Casual,Top-Down,Score,Attack,Controller,Colorful,Early,Access,Procedural,Generation"
RPG Games,"30 Apr, 2025",Fun And Study,Hero Hellspawn - Roguelite English Learning Game,"win,mac","72,99zł",,,"RPG,Roguelike,Action,Roguelike,2D,Education,Combat,Singleplayer,Indie"
Action Games,"11 Aug, 2020",Hopoo Games,Risk of Rain 2,win,"89,99zł",Very Positive,210009,"Third-Person,Shooter,Action,Roguelike,Multiplayer,Co-op,Action,Roguelite,Roguelike,Looter,Shooter,Loot,Online,Co-Op,Shooter,Difficult,Great,Soundtrack,Third,Person,Indie,Survival,Singleplayer,Soundtrack,Early,Access,Bullet,Hell"
Action Games/Nicalis Franchise/The Binding of Isaac: Rebirth/Downloadable Content,"31 Mar, 2021","Nicalis, Inc.Edmund McMillen",The Binding of Isaac: Repentance,win,"39,99zł",Very Positive,12658,"Action,Adventure,RPG,Roguelike,Difficult,Replay,Value,Action,Roguelike,Gore,Pixel,Graphics,Indie,Multiplayer,Singleplayer,2D,Dungeon,Crawler,Roguelite,Great,Soundtrack,Dark,Procedural,Generation,Atmospheric,Horror"
Strategy Games,Coming soon,Arsanesia,Garden of Wandering Souls: Roguelite Tower Defense,win,None,,,"Tower,Defense,Puzzle,Board,Game,Card,Game,Strategy,Tabletop,Roguelike,3D,Top-Down,Base,Building,Deckbuilding,Linear,Procedural,Generation,Minimalist,Stylized,Dark,Fantasy,Fantasy,Automation,Atmospheric,Building"
AI Roguelite/Downloadable Content,"8 Apr, 2022",Max Loh,AI Roguelite Main Theme (OST),mac,"13,49zł",3 user reviews,3,
Action Games/Supergiant Games Franchise,"6 May, 2024",Supergiant Games,Hades II,"win,mac","117,00zł",Very Positive,59437,"Action,Roguelike,Roguelite,Hack,and,Slash,RPG,Action,Roguelike,Mythology,Dungeon,Crawler,Action,RPG,Isometric,Hand-drawn,Story,Rich,Female,Protagonist,Singleplayer,Atmospheric,Souls-like,Indie,Early,Access,Perma,Death,Difficult"
Action Games/Hard Shark Games Franchise,"3 Mar, 2025",Hard Shark Games,Forgotten Cave: Roguelite Dungeon Crawler,win,"27,99zł",1 user reviews,1,"Early,Access,Dungeon,Crawler,Action,Roguelike,Roguelite,Replay,Value,Adventure,Hack,and,Slash,Pixel,Graphics,Combat,Fantasy,Loot,Top-Down,Perma,Death,Action,Procedural,Generation,Roguelike,Medieval,RPG,Exploration,2D"
Action Games,"24 Dec, 2004",Unreal Software,CS2D,"win,linux",Free To Play,Very Positive,9915,"Free,to,Play,2D,Shooter,Multiplayer,Action,Top-Down,Shooter,Casual,Indie,Top-Down,Zombies,FPS,Funny,Gore,Singleplayer,Pixel,Graphics,Survival,Strategy,Co-op,2D,Fighter,Competitive"
Simulation Games,"13 Feb, 2018",PS Games,Marble Run 2D,"win,mac","27,50zł",Mostly Positive,16,"Side,Scroller,3D,Platformer,Puzzle,Platformer,FPS,Physics,Platformer,2D,Puzzle,Simulation,Colorful,Logic,Level,Editor,Retro,Singleplayer,Indie,Free,to,Play,Multiplayer,Local,Multiplayer,Nudity"
Sports Games,"4 May, 2021",Largemann,2D Baseball Duel,win,"13,49zł",Mostly Positive,13,"Sports,Baseball,Local,Multiplayer,Physics,Arcade,Indie,Minimalist,2D,Multiplayer,Retro,Pixel,Graphics,Family,Friendly,eSports,Action,Relaxing,2D,Fighter,Abstract,Old,School,Stylized,Tactical"
Massively Multiplayer Games,"1 Feb, 2020",Celtos,Rebornia - MMORPG 2D,"win,linux",Free To Play,Mostly Positive,149,"Choose,Your,Own,Adventure,Dungeon,Crawler,PvP,PvE,Strategy,RPG,Party-Based,RPG,2D,Fighter,MMORPG,RPG,2D,Cute,Isometric,Top-Down,Post-apocalyptic,Horror,Dragons,Open,World,Colorful,Pixel,Graphics,Fantasy"
Action Games,"20 Apr, 2017",4Fufelz,Green Elephant 2D,win,None,Very Positive,281,"Early,Access,Action,Indie,Adventure,Violent,Memes,2D,Platformer,Psychological,Horror,Story,Rich,Difficult,Atmospheric,Great,Soundtrack"
Indie Games,"18 Dec, 2020",High Level,Missing Features: 2D,win,"7,19zł",Positive,11,"2D,Platformer,Platformer,2D,Cute,Controller,Linear,Pixel,Graphics,Family,Friendly,Game,Development,Programming,Adventure,Retro,Old,School,1990's,Singleplayer,Indie"
Adventure Games/Nifedow Games Franchise,"5 Feb, 2019",Nifedow Games,SmartyTale 2D,win,"10,99zł",Very Positive,53,"Indie,Action,Adventure,2D,Pixel,Graphics"
Sports Games,"4 Jul, 2012",MDickie,Wrestling Revolution 2D,win,"17,99zł",Very Positive,76,"Wrestling,Simulation,Sports,Indie,Cartoony,2D,Fighter,Character,Customization,Management,Choices,Matter,RPG,Action,Action,RPG,Beat,'em,up,2D,Immersive,Sim,Colorful,Comic,Book,Retro,Martial,Arts,Singleplayer"
Action Games/HandyGames Franchise,"23 Oct, 2015",Kasaa Solution,Giana Sisters 2D,win,"44,99zł",Mixed,224,"Indie,Platformer,Action,Female,Protagonist,Retro,Classic,2D,Singleplayer"
Action Games,"21 Sep, 2023",Mixed Realms Pte Ltd,Hellsweeper VR,win,"119,00zł",Very Positive,416,"Hack,and,Slash,Action,Roguelike,Shooter,Magic,VR,Bullet,Time,Simulation,Combat,Dark,Souls-like,Co-op,Roguelike,Singleplayer,Multiplayer,Online,Co-Op,Dark,Fantasy,FPS,Roguelite,Martial,Arts,RPG"
Indie Games,"8 Sep, 2017",Laush Dmitriy Sergeevich,2D Neon Cube,win,"17,99zł",Mixed,165,"Side,Scroller,2D,Platformer,Puzzle,Platformer,Difficult,Casual,Platformer,2D,Space,Sim,Survival,Relaxing,Action,Puzzle,Pixel,Graphics,Stylized,Atmospheric,Retro,Singleplayer,Indie,NSFW"
Simulation Games,"6 Dec, 2016",bumblebee,3D Chess,"win,mac,linux","17,99zł",Mixed,123,"Strategy,Casual,Simulation,Sports,Tabletop,Chess,Board,Game,Family,Friendly,Logic,2D,Fighter,Anime,PvP,Multiplayer,Singleplayer,Controller,Music,Psychological,Horror,Survival,War,Horror"
Massively Multiplayer Games,"28 Oct, 2022","Artix Entertainment, LLC",AdventureQuest 3D,"win,mac",Free To Play,Very Positive,9258,"MMORPG,Exploration,Hack,and,Slash,PvE,Parkour,PvP,3D,Action,RPG,Action-Adventure,RPG,Character,Customization,Third,Person,Dragons,Funny,Open,World,Story,Rich,Fantasy,Casual,Anime,Action"
